side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,audio_only,2518871.0,-0.323,1.688,-0.334,3.0,-14.0,-17.7,685,792,0,,,,
R,audio_only,2518929.0,-0.18,1.1,-0.134,-0.3,1.0,-11.7,697,807,0,,,,
R,audio_only,2518989.0,0.028,0.974,-0.277,0.8,-0.2,-8.5,714,830,0,,,,
R,audio_only,2519049.0,-0.113,0.974,-0.074,-0.4,-1.0,-5.7,707,827,0,,,,
R,audio_only,2519109.0,-0.083,0.995,-0.094,-0.5,-0.3,-3.2,718,844,0,,,,
R,audio_only,2519169.0,-0.044,0.987,-0.085,-0.5,-0.8,-1.5,723,853,0,,,,
R,audio_only,2519229.0,-0.077,0.997,-0.151,-1.3,-0.7,-2.1,725,854,0,,,,
R,audio_only,2519290.0,-0.005,1.028,-0.141,-2.4,-1.6,-3.2,721,859,0,,,,
R,audio_only,2519349.0,-0.076,1.108,-0.149,-4.8,-1.7,-5.0,702,878,0,,,,
R,audio_only,2519410.0,0.042,1.303,-0.196,-9.8,-2.5,-9.9,302,895,0,,,,
R,audio_only,2519469.0,0.331,2.038,-0.153,-16.3,-1.1,-18.4,127,897,0,,,,
R,audio_only,2519529.0,0.424,1.592,-0.222,-15.7,3.5,-25.5,99,882,0,,,,
R,audio_only,2519590.0,-0.434,0.607,-0.527,-11.0,9.2,-10.7,295,542,0,,,,
R,audio_only,2519649.0,0.284,0.062,-0.841,-1.9,26.3,2.6,387,592,0,,,,
R,audio_only,2519709.0,-0.093,0.338,-0.453,-0.6,3.7,22.6,436,603,0,,,,
R,audio_only,2519769.0,-0.032,0.761,-0.269,2.9,5.3,33.4,444,581,0,,,,
R,audio_only,2519830.0,-0.011,1.201,-0.68,9.1,20.7,34.5,421,596,0,,,,
R,audio_only,2519889.0,-0.221,1.907,-0.648,18.3,31.7,30.3,391,581,0,,,,
R,audio_only,2519950.0,-0.82,1.701,-0.637,12.9,30.3,17.9,340,553,0,,,,
R,audio_only,2520009.0,-1.222,1.033,-0.262,6.3,1.5,-3.4,396,593,0,,,,
R,audio_only,2520069.0,1.741,1.222,-0.545,-5.6,23.3,-16.0,640,747,0,,,,
R,audio_only,2520128.0,0.797,0.854,-0.196,2.7,0.0,-21.1,672,781,0,,,,
R,audio_only,2520189.0,0.066,1.038,-0.02,0.8,-2.0,-13.4,694,805,0,,,,
R,audio_only,2520250.0,-0.104,0.972,-0.196,1.2,-0.2,-10.9,708,825,0,,,,
R,audio_only,2520309.0,-0.248,0.951,-0.184,-0.5,0.1,-7.7,722,849,0,,,,
R,audio_only,2520370.0,-0.187,0.991,-0.163,-1.0,-0.3,-4.1,719,864,0,,,,
R,audio_only,2520429.0,-0.216,0.958,-0.123,-0.5,-0.4,-2.0,708,875,0,,,,
R,audio_only,2520489.0,-0.185,0.95,-0.183,0.0,-0.9,-1.9,684,881,0,,,,
R,audio_only,2520549.0,-0.17,0.986,-0.136,0.0,-1.8,-2.5,651,885,0,,,,
R,audio_only,2520609.0,-0.071,1.103,-0.153,-1.2,-1.9,-5.7,464,892,0,,,,
R,audio_only,2520669.0,-0.097,1.36,-0.29,-5.8,-3.0,-10.4,209,905,0,,,,
R,audio_only,2520759.0,0.351,1.991,-0.639,-12.7,-1.7,-27.7,103,892,0,,,,
R,audio_only,2520819.0,-0.518,0.936,-0.115,-7.8,0.7,-22.5,65,857,0,,,,
R,audio_only,2520879.0,-0.097,0.056,0.08,-7.8,7.3,-6.3,411,583,0,,,,
R,audio_only,2520939.0,0.121,0.331,-0.029,-2.6,0.5,13.4,405,597,0,,,,
R,audio_only,2521000.0,-0.024,0.55,-0.157,1.3,8.2,27.3,446,609,0,,,,
R,audio_only,2521059.0,-0.231,0.948,-0.604,3.0,19.0,33.0,452,585,0,,,,
R,audio_only,2521120.0,-0.275,1.459,-0.822,7.5,16.9,31.5,451,581,0,,,,
R,audio_only,2521179.0,-0.455,1.479,-0.795,14.1,16.2,28.0,456,587,0,,,,
